baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003	1004.57275779432	0.875097154521056	0.117952314482024	54.4874011235342	1.56447624655736e-13	3.22927885683744e-12
ENSG00000000419	2350.58665466699	0.624341913008466	0.120297970742843	26.7538440992821	2.31091557586408e-07	2.0382154071217e-06
ENSG00000000460	337.507554867779	0.385366589359829	0.161062447651235	5.7140463474542	0.0168297039519014	0.0457560980258654
ENSG00000001036	1248.22304758025	-0.0261321275358915	0.0917491732928118	0.0811223819046063	0.775782116717209	0.857150728288456
ENSG00000001084	2161.31843059664	0.173189540255707	0.135393880826833	1.63484604384504	0.201034080696529	0.338454371128565
ENSG00000001167	396.367167137405	-0.112078947929335	0.15236106245789	0.541027741544738	0.462007108895584	0.61219607980419
ENSG00000001460	224.784557161905	-0.186200760961217	0.178260562435628	1.09031327296054	0.296401808140778	0.450284193524535
ENSG00000001461	776.451308191106	-0.0777835684500822	0.13552201503913	0.329317018772244	0.566061529171711	0.700481785814584
ENSG00000001497	692.435373115056	-0.287687909598461	0.134707389619921	4.55499762750017	0.032822809295188	0.0801466126693429
ENSG00000001561	595.993472663381	0.324817526936518	0.168934437721932	3.69195443795402	0.0546755136095119	0.12198353202324
ENSG00000001617	68.3645242527479	0.356115130649856	0.328011445600802	1.17542605190881	0.278289131424856	0.43023684083552
ENSG00000001626	405.817727470437	0.162713066812249	0.444407387342835	0.134033458912967	0.714286127591238	0.813215579061389
ENSG00000001629	3081.73396895759	-0.27632426188218	0.123882149428248	4.96829911061256	0.0258160225859549	0.065701425551229
ENSG00000001630	7010.12976383785	-0.224988036547827	0.0950871409299085	5.5934599820047	0.0180276525201496	0.0485729021237258
ENSG00000001631	1104.68367061027	0.170850881410456	0.115190247819841	2.19953681855904	0.138052213781698	0.254420675217734
ENSG00000002016	116.969816255384	-0.221431564269981	0.277858607741419	0.638655297373035	0.424198153298649	0.578708783024025
ENSG00000002330	498.417887535128	0.0705531052841978	0.150012274994072	0.221177978086303	0.638143820342734	0.755751421204234
ENSG00000002549	1077.1087624483	-0.256895820161592	0.138743609808459	3.42522566064784	0.0642074676725663	0.138736351830563
ENSG00000002586	416.409145199052	-0.282574927646913	0.142701191050055	3.91888287130529	0.0477465982011522	0.109430956619255
ENSG00000002726	436.805241611012	-0.46824554272086	0.142279201283098	10.8087756773501	0.00101020087189346	0.00403839996420506
ENSG00000002745	24.5499707075382	-1.24212956563008	0.540223206602159	5.2539654332823	0.021896815237715	0.0570934651806467
ENSG00000002746	39.6574122264993	-0.528042246157993	0.483240495869048	1.18555502963144	0.276227996549492	0.427776840196364
ENSG00000002822	422.065577532745	-0.367615831664445	0.14613634090681	6.31891577666912	0.011945664801462	0.0341403401929181
ENSG00000002834	15203.7359198443	-0.615874431338979	0.0936712910837101	42.9143501647502	5.71896131533757e-11	8.39947447729911e-10
ENSG00000002919	1006.20243023634	-0.157156974000921	0.110661076359945	2.01563908929886	0.155685704173274	0.279257246351212
ENSG00000003056	2377.12286161579	-0.242789633061471	0.0779118651542884	9.7026490003646	0.00184002575182025	0.00683833503253349
ENSG00000003137	450.387959000305	0.0721931254973418	0.149374067827751	0.233568371646513	0.628890465547247	0.748397025435572
ENSG00000003147	966.050987597915	0.124607806743874	0.131098332255431	0.903072304940494	0.341959246918975	0.499791167948209
ENSG00000003249	1069.75204760809	0.292212363187435	0.105372092208482	7.68109861145173	0.00558021861398685	0.0179271191495616
ENSG00000003393	1226.30842824281	-0.839651539566096	0.122343741508586	46.6102366764457	8.66066449358967e-12	1.42105942208295e-10
ENSG00000003400	400.33956604299	-0.569626177378107	0.157894351529871	12.9720850827227	0.000316169715804402	0.00144151728631825
ENSG00000003436	1611.82151444346	-0.274405541766292	0.0976374143981681	7.88968619080686	0.00497174900905829	0.0162868642718264
ENSG00000003509	219.852641450608	0.144706496735402	0.199960345466061	0.523053561819559	0.469542018129961	0.619152800864825
ENSG00000003756	1086.6996462031	0.302957335451938	0.192024347916325	2.48364748997825	0.115035199694958	0.220868635044531
ENSG00000003987	20.2078325671344	0.865163225121921	0.724943247096859	1.56939797206444	0.210294464295691	0.349665273537476
ENSG00000003989	890.6013285821	0.715880882675506	0.115087515312995	38.4419271379182	5.64074323415493e-10	7.41014603755053e-09
ENSG00000004059	1842.7871721029	-0.425865373120428	0.0958521549511061	19.6846528481622	9.13319256264178e-06	5.88404530051791e-05
ENSG00000004139	618.993129254982	-0.242213437452995	0.152953411846832	2.50478530440779	0.113500951964334	0.218497135071579
ENSG00000004142	3589.29964180556	-0.0310829662064868	0.0864307075516765	0.129328108193192	0.719129698903424	0.816572089002861
ENSG00000004399	247.21651473286	-0.351867095397012	0.241557957458988	2.11208409795776	0.146140171013502	0.265798566071537
ENSG00000004455	2882.78501562692	0.0737770202059132	0.0862746463239205	0.731155235916134	0.392508987693279	0.54880053351273
ENSG00000004478	3182.73874704755	-0.341855712496564	0.11987291928266	8.11514588848976	0.00438969399937794	0.0146195517497618
ENSG00000004487	1633.86198702376	0.00435829460465564	0.0899548116077503	0.00234881493869921	0.961345997054538	0.974149128587643
ENSG00000004534	601.369943198139	0.234004484495996	0.133372155895644	3.07531045885101	0.0794894157873068	0.164968029157402
ENSG00000004660	104.715145250763	0.00468993035681991	0.264894397822705	0.000321836025683808	0.9856868871647	0.989101234958271
ENSG00000004700	945.848002544531	0.261377185510377	0.11373324894271	5.27659313896028	0.0216140002261132	0.0564348767364654
ENSG00000004766	1563.69627252612	0.177934740750421	0.137938172952215	1.66266989044455	0.197243225855651	0.333777891109542
ENSG00000004777	54.3850490601699	0.152682209750155	0.517142858813099	0.094548449371139	0.758472476236745	0.845045790865476
ENSG00000004779	1592.35233870677	0.120430714564918	0.109762178935158	1.20344046732157	0.272635122497712	0.423914059615635
ENSG00000004838	9.01206970895159	1.1246097885863	0.876947694883508	1.6232564571951	0.202638318311101	0.340438858540458
ENSG00000004848	44.4627179710209	0.587276226679395	0.37162899486114	2.49437620240735	0.114253637894108	0.219694395044267
ENSG00000004864	1229.25573786531	-0.638033144313669	0.122042220244759	27.1562179120906	1.87660663305737e-07	1.6816397145936e-06
ENSG00000004866	471.052960491633	-0.440642913635385	0.135840384617011	10.5030160264394	0.00119179853460508	0.00466882699427244
ENSG00000004897	2924.65126932305	-0.0219638360963621	0.0977783574770024	0.0505341954763168	0.822136327426531	0.887132141379525
ENSG00000004961	567.183644875696	-0.101865081683609	0.131418826504188	0.600615709257497	0.438343201495874	0.591712257695322
ENSG00000004975	765.308623678313	-0.0356800873979598	0.12877486035722	0.0767778250777695	0.781712445306613	0.861041858269419
ENSG00000005001	711.566678228733	-0.176714712664803	0.113484711377422	2.42412515833854	0.119479927939143	0.227375891860174
ENSG00000005007	3475.22993981378	-0.410942153699492	0.104741769294994	15.3448467808674	8.95648889134178e-05	0.000467060603203987
ENSG00000005020	1934.81973555561	0.188062310126246	0.14712423474724	1.63290456629953	0.201301776477164	0.338769275678016
ENSG00000005022	4205.62592561034	-0.0958896426354568	0.090168801830508	1.13067327380092	0.287631773941336	0.44074683682283
ENSG00000005059	477.566629862181	-0.0368343214612324	0.164180650784386	0.0510254152311376	0.821288485296239	0.886558890455985
ENSG00000005073	349.36690133725	-0.0441150890467354	0.145917394885804	0.0913973526547522	0.762408170935217	0.847837850820936
ENSG00000005075	918.850461052304	-0.468256364409383	0.105430845806105	19.6768781129736	9.17042753688794e-06	5.90576939343776e-05
ENSG00000005100	891.393306185574	-0.350399487187577	0.119280239610725	8.61530760897389	0.00333349495464738	0.0115483262325743
ENSG00000005156	821.13557818722	0.0154009150806806	0.122547725915428	0.0160421797916541	0.899211305315591	0.936035459507624
ENSG00000005175	746.776495217215	0.141093759834428	0.107906949839808	1.7091662443291	0.191093581773119	0.326312585511533
ENSG00000005187	401.096989157288	0.386942086678206	0.141036203469165	7.51506456177747	0.00611850922820067	0.0194224810225255
ENSG00000005189	98.0798688677404	-0.613992354720023	0.291655520043443	4.40943998870517	0.0357405723358565	0.0863550613153668
ENSG00000005194	1178.99893205706	-0.0300767773460008	0.121286101174578	0.0615185122307338	0.804111770267733	0.874478055924819
ENSG00000005206	739.016395517306	0.356204641633102	0.129462971931798	7.55794343277002	0.00597461334952661	0.0190304177248808
ENSG00000005238	163.181473351605	0.12076553846521	0.21184235421648	0.324964859940238	0.568639111902439	0.702454688683364
ENSG00000005243	85.2249437013523	-0.38256039470232	0.293046301754305	1.70101569171683	0.192155200346103	0.327576265849759
ENSG00000005249	46.7603038828136	0.730600961669609	0.367294610017338	3.94868019849822	0.0469081441110424	0.107862411024187
ENSG00000005302	270.799449660733	0.0273736863155289	0.162900204229835	0.028236617040811	0.86655374117783	0.915770549045216
ENSG00000005339	1163.86998690781	-0.0101423344851945	0.108026478171863	0.0088449325372153	0.925071423189166	0.95243965747265
ENSG00000005436	375.05471952867	0.278220098580793	0.165930533009421	2.80629029229853	0.0938952755097089	0.188756690489845
ENSG00000005448	617.149881744129	-0.0155957290880538	0.122277199050416	0.0162738230999722	0.898490147760645	0.935574582466185
ENSG00000005469	158.742682945192	-0.279547783443455	0.276503848324968	1.01794030197011	0.313008073989704	0.467647310970567
ENSG00000005471	7.47283317553458	-0.621737836406479	1.08883055568584	0.422130218577507	0.515876016021532	0.658006973778791
ENSG00000005483	882.934306675447	-0.52757553764691	0.144432284436169	13.281945705711	0.000267974240316256	0.00124309861562499
ENSG00000005486	1121.38129776767	-0.61998699660111	0.104236421201054	35.2106984703183	2.95893564082266e-09	3.51350082241006e-08
ENSG00000005513	10.1218540574385	0.587620977224618	0.866796139026415	0.45596276210135	0.499516850868323	0.64486224573873
ENSG00000005700	2056.61825009221	-0.108507223957889	0.0945476281566058	1.31695804395133	0.251138717215177	0.398909576535599
ENSG00000005801	361.018869508331	-0.00353453153032548	0.178687040710435	0.00169013672136487	0.967207188097152	0.977739917839381
ENSG00000005810	999.366418513625	-0.19087081033196	0.148174408507728	1.65763658803506	0.197922729333004	0.334691797328214
ENSG00000005812	566.792693070081	-0.0580913934079166	0.123591369585288	0.220982364214237	0.638292423447318	0.755751421204234
ENSG00000005882	653.602741310905	0.612516755422912	0.162509456330159	14.1125692659841	0.000172189335960755	0.000838101165357069
ENSG00000005884	14912.80879377	0.039823022755668	0.0644280516776377	0.382033208121726	0.536517101496613	0.675349141395421
ENSG00000005889	282.912459434808	-0.370557574584044	0.17423247437041	4.51785772770507	0.0335428067226411	0.0816554967478724
ENSG00000005893	1311.45888262215	-0.126403578016751	0.108112360081823	1.36688548360588	0.242347722290728	0.388135204454181
ENSG00000005961	27.4682376642696	1.35990080256762	0.575736347432436	5.47566071713921	0.0192830700272687	0.0513155842805258
ENSG00000005981	10.7913217743079	-0.308495809585943	0.91743163457823	0.118936768006883	0.730190523368177	0.824410185572364
ENSG00000006007	1856.34009001524	-0.303719514167025	0.108491422598698	7.82437396035144	0.00515462981114108	0.0167894850507688
ENSG00000006015	658.80022862692	-0.175896218858043	0.143648052669241	1.49824271763526	0.220941946600408	0.362738575999615
ENSG00000006016	15.7486135603509	0.734625416585412	0.710007730071412	1.05358916853085	0.304681914853386	0.45888002271124
ENSG00000006025	890.184361883802	-0.65972781169471	0.134179398696971	24.0260146038887	9.50428481343982e-07	7.46568459258607e-06
ENSG00000006042	344.778791283413	-0.157366780831647	0.159875132037516	0.968378047126173	0.325085022617601	0.481070860491538
ENSG00000006047	6.98511204257408	-0.327912037157056	1.05273749737078	0.0970985312869246	0.755339690783279	0.843046199318497
ENSG00000006071	6.80613873436728	1.47899390744015	1.08339813601372	1.78213216778339	0.18188772633919	0.314088137507817
ENSG00000006118	2406.51852438398	-0.788652864930342	0.0951526218974099	68.0367373234748	1.6047759862732e-16	4.42023706907578e-15
ENSG00000006125	8494.76953000336	-0.776893648053228	0.0804043800830606	92.3423702500372	7.29065495525348e-22	3.45063618473715e-20
ENSG00000006194	602.744986236243	0.153216110774142	0.136146519343695	1.26608992685397	0.260501490584724	0.409973446287567
ENSG00000006282	2431.54895977191	0.818801919227737	0.080499952233799	102.502647078786	4.3079166280995e-24	2.35770733502696e-22
